State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Maharashtra,Pune,11971755,8013.061224489796,838.8571428571429,0.05639094498160978,0.0022415293263142156,0.10849201355558101,0.105,1.923926147911911
Delhi,Delhi,19960711,26346.448979591834,2773.1428571428573,0.10442814210094062,0.002400044558775047,0.10452132389841529,0.495,1.000892305422657
Maharashtra,Mumbai,12875246,28606.489795918365,1373.857142857143,0.04163167839117687,0.003566688108022363,0.04742706253563391,0.495,1.1392061134312874
Tamil_Nadu,Chennai,4937551,19487.448979591834,2102.714285714286,0.08873515169405778,0.0014420726921922967,0.11489815894064494,0.44,1.294843776644371
Maharashtra,Thane,14587316,16649.0,1633.7142857142858,0.042882924188807785,0.00171477444382844,0.08374487658648436,0.36,1.952872341861923
Karnataka,Bengaluru_Urban,13624407,1613.8775510204082,516.0,0.04111088624670112,0.00202937798572878,0.21277857709473105,0.1,5.175723428044686
Andhra_Pradesh,East_Godavari,5393020,499.65306122448976,64.14285714285714,0.036067090860183955,0.000707340843601829,0.16182939097222612,0.495,4.4868989184508
Andhra_Pradesh,Kurnool,4591225,670.7142857142857,80.28571428571429,0.0626282469422214,0.002164351537756375,0.11971605383617846,0.26,1.9115344861340962
Andhra_Pradesh,Anantapur,4523180,671.5510204081633,94.42857142857143,0.09196803274403954,0.0004274561879067158,0.13251900241480624,0.495,1.4409246176182322
West_Bengal,Kolkata,4429215,1909.7959183673472,178.85714285714286,0.07428689115924825,0.0034131708712427165,0.06319103955492571,0.49,0.8506351331820247
Maharashtra,Nashik,7319991,1345.0,181.71428571428572,0.07176309101043819,0.0033111223470446228,0.1454826391826662,0.335,2.0272627214664602
Andhra_Pradesh,West_Godavari,4061068,592.4285714285714,49.57142857142857,0.024527774157368447,0.0004799479998139228,0.10756924914585464,0.495,4.385609899035193
Andhra_Pradesh,Visakhapatnam,4749686,195.79591836734693,28.0,0.10031371804972354,0.0007003501787623881,0.1847672520814365,0.495,1.8418941663576958
Andhra_Pradesh,Chittoor,4601128,420.10204081632645,61.714285714285715,0.05004492229985857,0.0013444399416316563,0.16406888398077535,0.085,3.278432185341589
Andhra_Pradesh,Guntur,5302318,450.8775510204082,76.42857142857143,0.046550861562675225,0.0010842184915925174,0.11921092354599984,0.16,2.560874698000948
West_Bengal,North_24_Parganas,11087990,840.1632653061224,124.85714285714286,0.07801815294848023,0.0029115165845330455,0.11528130353627421,0.495,1.477621542929899
Andhra_Pradesh,S.P.S._Nellore,3256832,221.0816326530612,21.142857142857142,0.052622735926246604,0.0002896707660056044,0.07238266622109897,0.185,1.3755017664331801
Maharashtra,Raigad,3087777,1254.1836734693877,239.14285714285714,0.07156582283172998,0.0010600772452748972,0.1510661447571335,0.355,2.1108699485273807
Assam,Kamrup_Metropolitan,1459166,494.0,193.71428571428572,0.0450247606486222,0.0003725798183442974,0.21846368318305728,0.08,4.852078723704275
Maharashtra,Nagpur,5252740,409.3469387755102,20.0,0.07390088639837543,0.0007325033302491169,0.05264884727594143,0.19,0.7124251120903851
Maharashtra,Jalgaon,4791614,1037.3061224489795,143.85714285714286,0.08811101156604377,0.006466280522059483,0.12238109435072829,0.08,1.3889421103626454
Uttar_Pradesh,Lucknow,5643953,377.04081632653055,37.42857142857143,0.05268664967273811,0.002146374283292326,0.08345780791774071,0.08,1.5840408990918369
Andhra_Pradesh,Y.S.R._Kadapa,3160870,354.67346938775506,74.57142857142857,0.057420614097015696,0.00022928772585887423,0.15992962631286936,0.325,2.785230162161943
Tamil_Nadu,Thiruvallur,1356153,1284.5102040816328,153.0,0.08884999968721265,0.002653313034903668,0.1258599586432044,0.11,1.4165442778422233
Andhra_Pradesh,Srikakulam,2861294,28.10204081632653,0.42857142857142855,0.04713082447849792,0.004629345640273861,-0.030143333899343924,0.445,-0.6395672945016261
Maharashtra,Aurangabad,4606386,1892.326530612245,254.85714285714286,0.0489917324005021,0.003803671153228514,0.12028396783005132,0.495,2.455189109189749
Andhra_Pradesh,Prakasam,3733488,110.14285714285714,28.285714285714285,0.17342910817417959,0.0009606295144586962,0.26596677026466004,0.26,1.5335763013757895
