State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Maharashtra,Pune,11971755,44625.102040816324,2758.8571428571427,0.0458380904522327,0.001467777137442705,0.06811922815333467,0.105,1.4860834620569734
Delhi,Delhi,19960711,12855.938775510203,1029.857142857143,0.10442814210094062,0.0016466288884851574,0.07117292591408403,0.495,0.681549288172608
Maharashtra,Mumbai,12875246,22516.897959183672,1043.4285714285713,0.05371473352627857,0.0023877441608259474,0.04693974049588305,0.495,0.8738708621335518
Tamil_Nadu,Chennai,4937551,13664.469387755104,1084.0,0.08873515169405778,0.0017064223293940853,0.0759965869770085,0.44,0.8564428586207925
Maharashtra,Thane,14587316,35648.387755102034,1450.4285714285713,0.042882924188807785,0.0014324915555773753,0.02696492262956193,0.36,0.6288032623624028
Karnataka,Bengaluru_Urban,13624407,31578.877551020407,2011.0,0.03786730892029848,0.0008158366884012826,0.07259188907129396,0.1,1.9170068098602497
Andhra_Pradesh,East_Godavari,5393020,8535.95918367347,1332.5714285714287,0.056263534885890934,0.0008247407152194515,0.15040031026903114,0.495,2.6731400821875244
Andhra_Pradesh,Kurnool,4591225,4903.938775510204,1033.142857142857,0.09550073211851942,0.0012959779285904311,0.1866549305615592,0.26,1.954486907282706
Andhra_Pradesh,Anantapur,4523180,4257.571428571428,919.0,0.052277948199357376,0.0008791339732444327,0.16112459914052882,0.495,3.082075802326715
West_Bengal,Kolkata,4429215,6021.530612244897,687.5714285714286,0.10174355808248645,0.002848166388081444,0.11508286967441764,0.49,1.1311071859814124
Maharashtra,Nashik,7319991,4897.857142857143,430.0,0.07176309101043819,0.0017875347800543218,0.0895539662728273,0.335,1.2479112174780955
Andhra_Pradesh,West_Godavari,4061068,4508.061224489796,824.1428571428571,0.1092225649240449,0.0008968270489479882,0.21509513689546406,0.495,1.9693287467204659
Andhra_Pradesh,Visakhapatnam,4749686,4071.3673469387754,814.8571428571429,0.036003372090649376,0.0016289625396768005,0.24285265586530944,0.495,6.745275282933344
Andhra_Pradesh,Chittoor,4601128,3179.551020408163,544.1428571428571,0.08762539387977462,0.001362621377055135,0.14310613669012387,0.085,1.6331582701524965
Andhra_Pradesh,Guntur,5302318,4577.489795918367,838.2857142857143,0.09404922084118769,0.0008383206945514866,0.1818442458794947,0.16,1.9335008227931885
West_Bengal,North_24_Parganas,11087990,4608.9795918367345,541.2857142857143,0.10920734519582034,0.002671765451368573,0.12367672928353614,0.495,1.1324946052096647
Andhra_Pradesh,S.P.S._Nellore,3256832,2390.1020408163267,512.8571428571429,0.028391000694401463,0.0010505762485800943,0.1341251419676627,0.185,4.724213260792578
Maharashtra,Raigad,3087777,5028.816326530613,419.0,0.054515792780597046,0.0019114445633298522,0.04741258498830185,0.355,0.869703668790389
Assam,Kamrup_Metropolitan,1459166,6754.020408163266,205.42857142857142,0.0450247606486222,0.00011285714675589851,0.022071331929333155,0.08,0.49020431450108237
Maharashtra,Nagpur,5252740,1678.3673469387754,243.85714285714286,0.02477397106400692,0.00177175396969925,0.09985113533224545,0.19,4.0304856687798045
Maharashtra,Jalgaon,4791614,2504.6938775510207,297.14285714285717,0.08987136229587142,0.004126587390238239,0.11898755522787584,0.08,1.3239763166841634
Uttar_Pradesh,Lucknow,5643953,3364.6938775510207,393.7142857142857,0.024668441944719614,0.0013108918423922252,0.05849844639411534,0.08,2.3713879670717177
Andhra_Pradesh,Y.S.R._Kadapa,3160870,1902.326530612245,544.1428571428571,0.10709593909661276,0.0006254693493972201,0.1876431006938353,0.325,1.7521028554085492
Tamil_Nadu,Thiruvallur,1356153,3869.9591836734694,404.0,0.10174591452202954,0.0018231628565822664,0.11788003752120173,0.11,1.1585726864313446
Andhra_Pradesh,Srikakulam,2861294,2062.0,374.42857142857144,0.11565798169219653,0.0012801184290353654,0.16230893542231858,0.445,1.4033526527747597
Maharashtra,Aurangabad,4606386,4818.775510204082,378.57142857142856,0.05872082895268112,0.0015324266487339675,0.0789207581834429,0.495,1.3439993881394188
Andhra_Pradesh,Prakasam,3733488,1549.8367346938776,301.14285714285717,0.11066062399554198,0.0011689918421863828,0.23057180462146692,0.26,2.0835939315754772
Maharashtra,Kolhapur,4223670,2184.6530612244896,263.85714285714283,0.035139371107906,0.002552330831448147,0.11210974914353954,0.435,3.190431291421604
Bihar,Patna,7071903,2330.5510204081634,488.14285714285717,0.11352582714011748,0.0004727941619174545,0.18430559604943478,0.495,1.6234684273381992
Gujarat,Surat,8350343,3318.5306122448974,281.7142857142857,0.07213740283637417,0.0028788532156385585,0.08828266322866123,0.135,1.2238126097900777
Andhra_Pradesh,Vizianagaram,2433613,1756.34693877551,257.42857142857144,0.06637434686526776,0.001818034691419721,0.1413944126860734,0.465,2.1302569345516527
Maharashtra,Ahmednagar,5048643,1526.2857142857142,309.42857142857144,0.12149963405270835,0.0014564511933281394,0.2014752629413267,0.495,1.65823761126658
Maharashtra,Solapur,4787647,3572.224489795918,268.2857142857143,0.05131907723020922,0.0023857846216437744,0.10398714781227962,0.09,2.0262863914292497
Odisha,Ganjam,3897162,2606.775510204082,390.0,0.12458678589926023,0.0013961369772529128,0.16675688222006807,0.295,1.338479687202993
Tamil_Nadu,Kancheepuram,5375809,2656.5714285714284,390.42857142857144,0.11318854816823024,0.0012032017636040763,0.14595647743307108,0.495,1.289498626805765
Odisha,Khordha,2651917,1413.5918367346942,217.71428571428572,0.057171870089830004,0.0007172379804148205,0.1495222091545669,0.495,2.6153107974189673
Andhra_Pradesh,Krishna,4836115,1390.0204081632653,286.0,0.1035077513887809,0.0024518734524571445,0.1493505512603693,0.495,1.4428924332381667
Kerala,Thiruvananthapuram,3362979,2640.3061224489793,200.14285714285714,0.05348024277012397,0.00020510214163956027,0.08299822920225318,0.365,1.5519418929904156
Uttar_Pradesh,Kanpur_Nagar,4988132,1747.6530612244896,239.14285714285714,0.053289452940096446,0.0024952629548423487,0.13262568273460365,0.495,2.488779212721331
Tamil_Nadu,Madurai,3522087,2472.6326530612246,243.85714285714286,0.09193540737677183,0.0025514968009908525,0.06609214283729321,0.21,0.7188975904183776
Maharashtra,Satara,3190531,1260.4489795918369,144.28571428571428,0.06341776742384216,0.004797960312218123,0.10485743501466528,0.105,1.6534393952071502
Maharashtra,Sangli,3055687,704.9591836734693,159.28571428571428,0.06882516482456348,0.005523649543033957,0.16363190891531884,0.08,2.3775011557534134
Madhya_Pradesh,Indore,4232165,1793.3061224489795,110.28571428571429,0.039716756402454256,0.0009551004361715981,0.08120155011312445,0.185,2.044516155606974
Karnataka,Dakshina_Kannada,2278916,2625.7346938775513,188.42857142857142,0.04130193255452879,0.002700082350458582,0.05436220609081637,0.495,1.3162145867882764
Tamil_Nadu,Virudhunagar,2131921,2337.4489795918366,381.7142857142857,0.1504444132902141,0.002259151355987581,0.17189833741974206,0.355,1.1426036611153008
Haryana,Faridabad,2331927,1474.7755102040817,197.0,0.13471695117344432,0.0013521068813725932,0.1452829238837785,0.495,1.078430907308248
Tamil_Nadu,Theni,1400617,1651.061224489796,243.85714285714286,0.08408899059544615,0.0017068740688734685,0.12750109333879098,0.495,1.516263810945256
Puducherry,Puducherry,1196990,954.2040816326531,122.42857142857143,0.08026329825875876,0.0021152098933342536,0.12031002161412309,0.09,1.4989419102397055
