State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Maharashtra,Pune,11971755,5758.326530612246,599.2857142857143,0.05639094498160978,0.002424606371519037,0.10849201355558101,0.105,1.923926147911911
Delhi,Delhi,19960711,25565.551020408162,3326.8571428571427,0.10007348220735254,0.002400044558775047,0.09998799416854708,0.495,0.9991457473356594
Maharashtra,Mumbai,12875246,28101.183673469386,1134.4285714285713,0.02726903237627601,0.003566688108022363,0.03515947938320848,0.495,1.289355592015694
Tamil_Nadu,Chennai,4937551,16485.30612244898,1465.4285714285713,0.08873515169405778,0.0019997968094720106,0.11489815894064494,0.44,1.294843776644371
Maharashtra,Thane,14587316,11930.69387755102,1101.857142857143,0.042882924188807785,0.00171477444382844,0.08374487658648436,0.36,1.952872341861923
Karnataka,Bengaluru_Urban,13624407,529.6122448979593,121.57142857142857,0.04111088624670112,0.00202937798572878,0.20103505498734126,0.1,4.890068625155776
Andhra_Pradesh,East_Godavari,5393020,201.1020408163265,50.857142857142854,0.036067090860183955,0.0011795779288446895,0.16182939097222612,0.495,4.4868989184508
Andhra_Pradesh,Kurnool,4591225,445.8367346938776,47.42857142857143,0.0626282469422214,0.0022063504190802208,0.13324246198552994,0.26,2.1275138374614686
Andhra_Pradesh,Anantapur,4523180,421.38775510204084,64.0,0.09196803274403954,0.0004274561879067158,0.20438383808629704,0.495,2.222335652814572
West_Bengal,Kolkata,4429215,2062.408163265306,125.85714285714286,0.06668545975171311,0.0034131708712427165,0.06357315570479329,0.49,0.9533285957912306
Maharashtra,Nashik,7319991,868.6122448979592,130.85714285714286,0.07176309101043819,0.006928972132981304,0.1454826391826662,0.335,2.0272627214664602
Andhra_Pradesh,West_Godavari,4061068,330.4489795918367,45.0,0.024527774157368447,0.0004799479998139228,0.10756924914585464,0.495,4.385609899035193
Andhra_Pradesh,Visakhapatnam,4749686,112.22448979591834,19.714285714285715,0.10031371804972354,0.0007003501787623881,0.13650651814850087,0.495,1.3607961184415203
Andhra_Pradesh,Chittoor,4601128,184.3877551020408,38.42857142857143,0.05004492229985857,0.0010647864775608815,0.16406888398077535,0.085,3.278432185341589
Andhra_Pradesh,Guntur,5302318,234.0408163265306,28.142857142857142,0.046550861562675225,0.00285318741513909,0.11921092354599984,0.16,2.560874698000948
West_Bengal,North_24_Parganas,11087990,755.0,68.14285714285714,0.08683089808364718,0.0029115165845330455,0.09311259527328426,0.495,1.0723440310796477
Andhra_Pradesh,S.P.S._Nellore,3256832,202.28571428571428,9.714285714285714,0.052622735926246604,0.0002896707660056044,0.07914766574882252,0.185,1.5040583572042308
Maharashtra,Raigad,3087777,713.1428571428571,117.42857142857143,0.07156582283172998,0.0010600772452748972,0.1510661447571335,0.355,2.1108699485273807
Assam,Kamrup_Metropolitan,1459166,258.08163265306126,16.0,0.0450247606486222,0.0003725798183442974,0.07574746830172287,0.08,1.6823513820065317
Maharashtra,Nagpur,5252740,449.0,33.857142857142854,0.07390088639837543,0.0007325033302491169,0.07626984697632051,0.19,1.0320559156107383
Maharashtra,Jalgaon,4791614,904.6938775510204,80.57142857142857,0.08371013474147469,0.006466280522059483,0.11798021752615918,0.08,1.4093898891755716
Uttar_Pradesh,Lucknow,5643953,287.30612244897964,29.0,0.05268664967273811,0.002146374283292326,0.09813406141649028,0.08,1.8625982488172563
Andhra_Pradesh,Y.S.R._Kadapa,3160870,175.75510204081633,29.857142857142858,0.057420614097015696,0.00022928772585887423,0.15124763122598872,0.325,2.63403019289286
Tamil_Nadu,Thiruvallur,1356153,1083.6938775510205,124.28571428571429,0.0576250005261973,0.002653313034903668,0.08902491265439016,0.11,1.544900856251063
Andhra_Pradesh,Srikakulam,2861294,35.285714285714285,0.7142857142857143,0.04713082447849792,0.004629345640273861,0.055387998910207535,0.445,1.1751969018805668
Maharashtra,Aurangabad,4606386,1233.3061224489795,129.57142857142858,0.057526691547607416,0.002120772231049024,0.10119602798706658,0.495,1.7591143391814856
Andhra_Pradesh,Prakasam,3733488,47.285714285714285,11.857142857142858,0.12729943217658168,0.0009606295144586962,0.3183560130742058,0.26,2.500843936464717
Maharashtra,Kolhapur,4223670,106.95918367346938,3.4285714285714284,0.035139371107906,0.0036912486031680444,-0.058140402934677,0.435,-1.6545658360287503
Bihar,Patna,7071903,146.0,22.428571428571427,0.06521790827464306,0.0024455476858338504,0.12824410928302854,0.495,1.966394088307341
Gujarat,Surat,8350343,713.2244897959183,133.28571428571428,0.09756222657304521,0.003467958702567078,0.1448496284735414,0.135,1.4846896546081996
Andhra_Pradesh,Vizianagaram,2433613,52.06122448979591,2.857142857142857,0.050481049812662444,0.002488176401609588,0.06500376815178789,0.465,1.287686535700425
Maharashtra,Ahmednagar,5048643,55.0,7.285714285714286,0.12149963405270835,0.004408945372825836,0.11089087043785205,0.495,0.9126848101430984
Maharashtra,Solapur,4787647,1015.061224489796,54.0,0.05131907723020922,0.008629143711730956,0.038756639189035214,0.09,0.7552091986217736
Odisha,Ganjam,3897162,136.83673469387753,47.285714285714285,0.1378916409843338,0.0009936777350109498,0.2894423675849446,0.295,2.0990566615842137
Tamil_Nadu,Kancheepuram,5375809,444.3673469387755,73.0,0.0628869967036122,0.0019599340280468482,0.12547442525561756,0.495,1.995236405500191
Odisha,Khordha,2651917,110.38775510204083,42.0,0.18088123354417698,0.0017444616649988588,0.229458174721684,0.495,1.2685571091356085
Andhra_Pradesh,Krishna,4836115,433.42857142857144,44.42857142857143,0.03558327113234445,0.005404726544189586,0.10807815124521374,0.495,3.037330402908713
Kerala,Thiruvananthapuram,3362979,43.99999999999999,6.571428571428571,0.066951586014242,0.0022320838123198843,0.07257657009416303,0.365,1.084015695740568
Uttar_Pradesh,Kanpur_Nagar,4988132,333.16326530612247,34.57142857142857,0.053289452940096446,0.006576792169482313,0.09459408237815414,0.495,1.775099520809285
Tamil_Nadu,Madurai,3522087,228.734693877551,82.85714285714286,0.07173527125210165,0.003611960124001823,0.19851658829546964,0.21,2.767349796417667
Maharashtra,Satara,3190531,242.6530612244898,13.285714285714286,0.06341776742384216,0.0038087935567158613,0.04004140504612432,0.105,0.6313909598632543
Maharashtra,Sangli,3055687,112.71428571428568,5.142857142857143,0.06882516482456348,0.0029994028590708505,0.10983405401569458,0.08,1.5958414962850211
Madhya_Pradesh,Indore,4232165,947.2653061224489,46.714285714285715,0.04830844836581922,0.0035504296186230733,0.038035870592284186,0.185,0.7873544251360508
Karnataka,Dakshina_Kannada,2278916,200.12244897959184,11.285714285714286,0.07980744795498447,0.0018947303699389515,0.09989829767442804,0.495,1.2517415383433366
Tamil_Nadu,Virudhunagar,2131921,49.44897959183673,15.285714285714286,0.09891357399224933,0.0005096635223830965,0.20123535882060312,0.355,2.0344564522193034
Haryana,Faridabad,2331927,1183.857142857143,141.42857142857142,0.12706337963552214,0.002214406965542804,0.1675917639217336,0.495,1.3189619574299538
Tamil_Nadu,Theni,1400617,60.612244897959194,28.714285714285715,0.04936834000771089,0.0008919771832040565,0.18760132136587557,0.495,3.8000330036734864
Puducherry,Puducherry,1196990,147.6326530612245,29.714285714285715,0.08026329825875876,0.0019253591304427453,0.16198682147092985,0.09,2.0181929348169168
Karnataka,Belagavi,5352819,45.632653061224495,0.7142857142857143,0.08725424963023289,0.00022884566214297438,-0.03128168196746124,0.21,-0.35851184440903605
Rajasthan,Jodhpur,4596008,439.7551020408163,39.142857142857146,0.09394317112754039,0.002517165308004211,0.0734763810811188,0.495,0.7821364788864197
Karnataka,Kalaburagi,2978691,469.93877551020415,32.57142857142857,0.07565740718506316,0.001636237605352019,0.0689755801453913,0.495,0.9116831082602705
Karnataka,Udupi,1239220,169.46938775510202,9.0,0.07376315043919647,0.00019459749110541517,-0.03582624740260212,0.495,-0.48569302137025677
Tamil_Nadu,Cuddalore,2932641,178.42857142857142,35.285714285714285,0.07390375691362218,0.00044743429523618893,0.21708446443961948,0.16,2.9373941664879797
Tamil_Nadu,Thoothukkudi,1905099,175.81632653061223,35.0,0.1004958188002929,0.0005234270416067962,0.16606927663140827,0.32,1.6524993637936731
West_Bengal,South_24_Parganas,9485640,313.34693877551024,40.285714285714285,0.056725583654378915,0.0026655003641621977,0.10738060036354803,0.42,1.8929836141978384
Chhattisgarh,Raipur,5313458,99.81632653061226,8.428571428571429,0.08503611633119189,0.0008788606373022504,0.09869471661746203,0.47,1.1606211675175018
Karnataka,Dharwad,2096774,110.26530612244899,6.714285714285714,0.05728334023476876,0.003100647213561288,0.15290001111902354,0.495,2.669188118087764
Tamil_Nadu,Salem,3962368,81.65306122448979,21.142857142857142,0.049312909778519376,0.00018212623262258277,0.21131467220925876,0.46,4.285179543416582
Punjab,Ludhiana,3978950,260.3673469387755,27.571428571428573,0.09323642681412114,0.0025568604549790967,0.15107633208436735,0.405,1.6203573779758584
Tamil_Nadu,Vellore,4401028,212.20408163265304,55.142857142857146,0.05495954230994144,0.0003216817064887175,0.20416480274317836,0.435,3.7148199232046317
Madhya_Pradesh,Bhopal,2973789,653.0204081632653,38.42857142857143,0.07483925246541652,0.002827623697611884,0.09013276728369214,0.08,1.2043515176122692
Tamil_Nadu,Tiruvannamalai,2746014,423.3877551020408,79.42857142857143,0.06575842829307349,0.0006973034228777074,0.1805036454114928,0.08,2.7449507249020693
Uttar_Pradesh,Prayagraj,7047792,37.91836734693878,7.714285714285714,0.0956066923406742,0.005394027729817576,0.14769901791032888,0.44,1.5448606608419702
Tamil_Nadu,Kanyakumari,2064474,59.40816326530612,10.0,0.06473285809048092,0.0007400057882666403,0.13288667544932992,0.415,2.052847338573965
Tamil_Nadu,Tirunelveli,3457579,154.81632653061226,22.571428571428573,0.07199751134382841,0.0007913319173647365,0.18126539149526819,0.495,2.517661904029217
Karnataka,Davanagere,2095957,23.55102040816326,6.428571428571429,0.14059512203718805,0.009064365387955698,0.15516153156320064,0.19,1.103605369197373
Kerala,Malappuram,4607416,205.85714285714286,10.714285714285714,0.05231897731525914,0.0003105765794064385,0.06364909578083523,0.145,1.2165584850274127
Uttar_Pradesh,Gorakhpur,5146869,75.9795918367347,9.142857142857142,0.07714407888659515,0.003095320451077383,0.11376602240739285,0.495,1.4747213791305152
Uttar_Pradesh,Ghaziabad,6388981,318.7142857142857,54.714285714285715,0.07727109635434883,0.005520714015397811,0.12813709727121886,0.175,1.658279787873196
Karnataka,Shivamogga,1858248,35.6734693877551,2.0,0.05443607463535606,0.00251301964093736,0.004263914406532378,0.41,0.0783288368071084
Odisha,Cuttack,2909014,126.34693877551021,20.714285714285715,0.21389733899095223,0.0011857411021854861,0.16163566109185787,0.45,0.755669340508696
Uttar_Pradesh,Varanasi,4239659,90.6734693877551,12.571428571428571,0.06575786617444256,0.0032473019324880253,0.12591311987379414,0.165,1.9147993570802868
Gujarat,Vadodara,4701190,565.3673469387755,43.285714285714285,0.06513588273834779,0.0006234836914534242,0.08022944247495624,0.495,1.231724191061317
Karnataka,Hassan,1827184,66.77551020408164,7.285714285714286,0.07723520140939366,0.0003970464039504159,0.11965873678538237,0.49,1.5492772026464734
Maharashtra,Latur,2847849,59.714285714285715,5.571428571428571,0.0747895576336247,0.0057927964834180124,0.12725304617921535,0.495,1.701481466204094
Uttar_Pradesh,Gautam_Buddha_Nagar,2361277,588.7551020408163,73.71428571428571,0.08531627202881477,0.0012007142109785793,0.12418617059769306,0.32,1.455597714768296
Jharkhand,Ranchi,3536714,48.285714285714285,2.4285714285714284,0.03486023828573558,0.001672722625666421,0.08769227781120936,0.495,2.515538680270354
Rajasthan,Alwar,4420767,85.42857142857143,10.142857142857142,0.02429131968908534,0.0007213613691645263,-0.14330056934202354,0.47,-5.899250068591862
West_Bengal,Hooghly,5987089,267.51020408163265,13.571428571428571,0.10377690821221416,0.0020529190923790487,0.054179919260253964,0.495,0.5220806843605424
Tamil_Nadu,Tiruchirappalli,3028346,75.22448979591836,36.42857142857143,0.1004490835526074,0.001134919554850319,0.22034610851510195,0.495,2.193609943685567
Tamil_Nadu,Viluppuram,3978908,125.24489795918366,25.142857142857142,0.10996207640715658,0.0017008589347323052,0.20039211706762816,0.3,1.8223748006143161
Maharashtra,Nanded,3867378,86.18367346938774,5.285714285714286,0.06544167102093477,0.00478820160684434,0.10274379584384971,0.325,1.5700056896618975
Karnataka,Raichur,2196148,236.530612244898,4.714285714285714,0.07339091810341412,0.0003270244950836681,-0.010753854696379319,0.285,-0.14652841215620455
Karnataka,Vijayapura,2575205,48.08163265306122,12.142857142857142,0.162588334457947,0.0025590535761678963,0.19547052318925814,0.495,1.2022419925816759
Tamil_Nadu,Thanjavur,2590519,94.10204081632652,21.714285714285715,0.07063735762700835,0.0004743837840239161,0.17912925196965768,0.105,2.5358996710427233
Tamil_Nadu,Dindigul,2397684,70.71428571428571,16.857142857142858,0.08576316091244311,0.0014778963518075599,0.17432147937903994,0.495,2.032591587395051
Uttar_Pradesh,Bareilly,5356663,93.6938775510204,8.0,0.05316561823876741,0.003737323812059532,0.0827347674573448,0.495,1.5561705139171333
Karnataka,Koppal,1591085,12.040816326530612,3.2857142857142856,0.1286590943032769,0.00306682581614284,0.21669850939374827,0.495,1.684284430628306
Punjab,Jalandhar,2424458,146.0612244897959,33.714285714285715,0.07480233381174974,0.002102166048968336,0.22311303340054353,0.46,2.982701501827976
West_Bengal,Purba_Medinipur,5795189,115.12244897959184,8.142857142857142,0.07685949739206596,0.001282889766277226,0.06925157159169917,0.46,0.9010151502610251
