State,District,Population,active_infs,new_infs,gamma,gamma_d,beta,delta,repr_ratio
Maharashtra,Pune,11971755,3171.6122448979586,292.7142857142857,0.05639094498160978,0.0035230686427479632,0.10115878181338064,0.105,1.7938834301565714
Delhi,Delhi,19960711,7674.918367346939,968.7142857142857,0.04390150750223975,0.00384874259989694,0.10651815698054877,0.495,2.4262983902116453
Maharashtra,Mumbai,12875246,22569.795918367345,1303.857142857143,0.02032434493973908,0.002309622294991253,0.02870609038369373,0.495,1.412399291037729
Tamil_Nadu,Chennai,4937551,6093.510204081633,662.1428571428571,0.07202157029800406,0.0011915499593269905,0.08998698505931346,0.44,1.2494449188899077
Maharashtra,Thane,14587316,5161.346938775511,426.14285714285717,0.042882924188807785,0.0023473415984094667,0.08374487658648436,0.36,1.952872341861923
Karnataka,Bengaluru_Urban,13624407,127.12244897959182,15.285714285714286,0.04111088624670112,0.0058101675281232576,0.06481457266000652,0.1,1.5765793097006628
Andhra_Pradesh,East_Godavari,5393020,58.142857142857146,23.571428571428573,0.036067090860183955,0.0011795779288446895,0.2723151540857735,0.495,7.550238946118999
Andhra_Pradesh,Kurnool,4591225,152.53061224489798,12.285714285714286,0.0626282469422214,0.0022063504190802208,0.01943625614071332,0.26,0.3103432890057504
Andhra_Pradesh,Anantapur,4523180,61.26530612244898,12.0,0.09196803274403954,0.0004274561879067158,0.16405850592486124,0.495,1.7838644693146803
West_Bengal,Kolkata,4429215,873.3265306122449,69.42857142857143,0.04768188123287528,0.005023304301384049,0.07270821347089218,0.49,1.5248604205817695
Maharashtra,Nashik,7319991,204.9591836734694,29.857142857142858,0.07176309101043819,0.006928972132981304,0.06920350490281894,0.335,0.9643328336115434
Andhra_Pradesh,West_Godavari,4061068,24.857142857142858,4.571428571428571,0.024527774157368447,0.0004799479998139228,0.08328231799868499,0.495,3.39542909455834
Andhra_Pradesh,Visakhapatnam,4749686,32.57142857142857,3.4285714285714284,0.10031371804972354,0.0007003501787623881,0.09326328741639345,0.495,0.9297161866751332
Andhra_Pradesh,Chittoor,4601128,95.26530612244899,7.714285714285714,0.05004492229985857,0.0010647864775608815,0.021219137493367162,0.085,0.42400180714092406
Andhra_Pradesh,Guntur,5302318,89.51020408163266,10.0,0.046550861562675225,0.00021613360917569697,0.040775017643572005,0.16,0.8759240167590296
West_Bengal,North_24_Parganas,11087990,300.6734693877551,39.0,0.044952466173802004,0.0029115165845330455,0.10103395385552305,0.495,2.247573102327475
Andhra_Pradesh,S.P.S._Nellore,3256832,75.9591836734694,10.428571428571429,0.052622735926246604,0.0002896707660056044,0.059572630616115084,0.185,1.1320701891974811
Maharashtra,Raigad,3087777,416.9183673469388,51.0,0.07156582283172998,0.004828037635658796,0.10031575473804988,0.355,1.4017271201355224
Assam,Kamrup_Metropolitan,1459166,187.8367346938776,28.714285714285715,0.08488461451118556,0.0003725798183442974,0.2306317745091431,0.08,2.717003261866164
Maharashtra,Nagpur,5252740,156.44897959183672,16.714285714285715,0.07390088639837543,0.0024127799648721933,0.09338345794842585,0.19,1.2636310942879125
Maharashtra,Jalgaon,4791614,211.71428571428572,39.714285714285715,0.08371013474147469,0.014222890683434398,0.15566173684735898,0.08,1.859532747475503
Uttar_Pradesh,Lucknow,5643953,63.38775510204083,10.285714285714286,0.05268664967273811,0.0016423533405068764,0.09543020582249619,0.08,1.8112786904321811
Andhra_Pradesh,Y.S.R._Kadapa,3160870,22.408163265306122,1.7142857142857142,0.057420614097015696,0.00022928772585887423,-0.07812243654620422,0.325,-1.3605294505247107
Tamil_Nadu,Thiruvallur,1356153,375.40816326530603,30.285714285714285,0.0576250005261973,0.001186532135793625,0.03932721205482399,0.11,0.6824678819212362
Andhra_Pradesh,Srikakulam,2861294,11.795918367346939,1.0,0.04713082447849792,0.004629345640273861,0.0753510161937837,0.445,1.5987629545534565
Maharashtra,Aurangabad,4606386,517.0612244897959,36.285714285714285,0.08844658175553285,0.006182935353441059,0.048847249005216566,0.495,0.5522796702333935
Andhra_Pradesh,Prakasam,3733488,6.285714285714286,1.8571428571428572,0.06579319751311785,0.0009606295144586962,0.18655764978447728,0.26,2.835515780294481
Maharashtra,Kolhapur,4223670,274.0,34.57142857142857,0.06317739941886309,0.0012526518762634071,0.128551257699193,0.435,2.034766528563552
Bihar,Patna,7071903,143.30612244897958,6.142857142857143,0.06521790827464306,0.0005437239360597244,0.0763675846827304,0.495,1.1709603497421945
Gujarat,Surat,8350343,376.3673469387755,44.0,0.09756222657304521,0.0038648072794735147,0.11273373356751261,0.135,1.1555059527378502
Andhra_Pradesh,Vizianagaram,2433613,14.73469387755102,1.4285714285714286,0.050481049812662444,0.002488176401609588,0.10252524096206368,0.465,2.0309649134187917
Maharashtra,Ahmednagar,5048643,31.877551020408163,6.142857142857143,0.08087152206540334,0.004408945372825836,0.19672118420102327,0.495,2.4325149221493407
Maharashtra,Solapur,4787647,352.67346938775506,44.285714285714285,0.063653048000588,0.008629143711730956,0.10773172016091237,0.09,1.6924832909795173
Odisha,Ganjam,3897162,102.18367346938776,11.142857142857142,0.1378916409843338,0.0009936777350109498,0.10088812458139018,0.295,0.7316478639401524
Tamil_Nadu,Kancheepuram,5375809,129.91836734693877,15.428571428571429,0.0628869967036122,0.0007229557584892862,0.12547442525561756,0.495,1.995236405500191
Odisha,Khordha,2651917,36.57142857142857,8.428571428571429,0.0582823926642973,0.0017444616649988588,0.1833560203343074,0.495,3.145993360128948
Andhra_Pradesh,Krishna,4836115,110.71428571428571,11.571428571428571,0.03558327113234445,0.002524056884052456,0.06067885828787034,0.495,1.7052636353242558
Kerala,Thiruvananthapuram,3362979,24.244897959183675,3.142857142857143,0.066951586014242,0.0022320838123198843,0.2660377086907636,0.365,3.973583368647485
Uttar_Pradesh,Kanpur_Nagar,4988132,29.346938775510207,5.285714285714286,0.053289452940096446,0.006576792169482313,0.13207929793121137,0.495,2.4785260618022087
Tamil_Nadu,Madurai,3522087,104.3265306122449,6.571428571428571,0.07173527125210165,0.0008697603687469372,0.07026451105996456,0.21,0.9794973913604043
Maharashtra,Satara,3190531,210.26530612244895,30.428571428571427,0.06341776742384216,0.0038087935567158613,0.21300670126873397,0.105,3.3587858721852966
Maharashtra,Sangli,3055687,42.6530612244898,4.142857142857143,0.06882516482456348,0.0029994028590708505,0.16365689070855347,0.08,2.3778641304487635
Madhya_Pradesh,Indore,4232165,1495.8979591836735,67.85714285714286,0.04830844836581922,0.0016970227116457554,0.053523458071785095,0.185,1.1079523330261993
Karnataka,Dakshina_Kannada,2278916,54.02040816326531,9.285714285714286,0.07980744795498447,0.001641867201121611,0.1754748784282612,0.495,2.1987281002549803
Haryana,Faridabad,2331927,115.59183673469389,25.857142857142858,0.05109230014233284,0.00420784245351456,0.16359335082025092,0.495,3.2019179086577205
Tamil_Nadu,Theni,1400617,38.816326530612244,0.14285714285714285,0.04936834000771089,0.0008919771832040565,-0.06250196424273385,0.495,-1.2660333370125796
Puducherry,Puducherry,1196990,27.408163265306126,4.571428571428571,0.08026329825875876,0.0,0.22024106239867863,0.09,2.7439822082647187
Karnataka,Belagavi,5352819,58.81632653061225,4.428571428571429,0.04744715663859756,0.00022884566214297438,0.05480677555369178,0.21,1.1551119063077275
Rajasthan,Jodhpur,4596008,306.61224489795916,41.57142857142857,0.09394317112754039,0.000895341385217834,0.11009931065774174,0.495,1.1719777961110898
Karnataka,Kalaburagi,2978691,96.04081632653063,21.0,0.07565740718506316,0.0032944041014798015,0.1968084967988562,0.495,2.601311677486505
Karnataka,Udupi,1239220,105.63265306122447,21.714285714285715,0.09035723432542077,0.00019459749110541517,0.32330756247241565,0.495,3.578103788657656
Tamil_Nadu,Cuddalore,2932641,21.918367346938773,5.142857142857143,0.07390375691362218,0.00044743429523618893,0.12768736707342312,0.16,1.7277520440897556
Tamil_Nadu,Thoothukkudi,1905099,110.59183673469387,7.285714285714286,0.1004958188002929,0.0005234270416067962,0.12419711549531887,0.32,1.2358436099926267
West_Bengal,South_24_Parganas,9485640,84.48979591836735,9.714285714285714,0.056725583654378915,0.0037677672973480025,0.10738060036354803,0.42,1.8929836141978384
Chhattisgarh,Raipur,5313458,2.2448979591836733,1.2857142857142858,0.08503611633119189,0.0008788606373022504,0.3529660930379687,0.47,4.150778613445428
Karnataka,Dharwad,2096774,30.959183673469386,0.7142857142857143,0.05728334023476876,0.003100647213561288,0.1055666213076166,0.495,1.8428852241326137
Tamil_Nadu,Salem,3962368,43.51020408163265,21.857142857142858,0.06096056224275132,0.0,0.31085515661911955,0.46,5.099282965620656
Punjab,Ludhiana,3978950,35.53061224489796,3.4285714285714284,0.09323642681412114,0.0025568604549790967,0.03802061448931943,0.405,0.40778712557398233
Tamil_Nadu,Vellore,4401028,7.897959183673469,1.1428571428571428,0.05495954230994144,0.0003216817064887175,0.07058659209677011,0.435,1.2843373348835538
Madhya_Pradesh,Bhopal,2973789,427.4081632653061,34.285714285714285,0.07483925246541652,0.0030452585468841386,0.09097112450550114,0.08,1.2155536233815165
Tamil_Nadu,Tiruvannamalai,2746014,165.81632653061226,28.285714285714285,0.04460231607151145,0.0006973034228777074,0.14073278926052582,0.08,3.1552798521692726
Uttar_Pradesh,Prayagraj,7047792,38.204081632653065,3.4285714285714284,0.0956066923406742,0.005394027729817576,0.09063223289885113,0.44,0.9479695477373316
