,Recovered,Deceased,Infected,I_c
0,0,0,3.0,6
1,0,0,3.571428571428572,6
2,0,0,5.285714285714286,14
3,0,0,8.428571428571429,24
4,0,0,11.571428571428573,24
5,0,0,14.857142857142858,26
6,0,0,18.857142857142858,32
7,0,0,22.57142857142857,32
8,0,0,26.285714285714285,32
9,0,0,28.857142857142854,32
10,0,0,30.0,32
11,0,0,31.142857142857146,32
12,0,0,32.0,32
13,3,0,35.285714285714285,58
14,7,0,38.285714285714285,60
15,10,0,40.857142857142854,60
16,14,0,43.42857142857143,64
17,17,0,45.57142857142857,64
18,21,0,47.14285714285714,64
19,24,0,49.14285714285714,70
20,28,0,47.28571428571429,70
21,32,0,45.14285714285714,70
22,35,0,43.0,70
23,39,0,40.285714285714285,70
24,42,0,37.57142857142857,70
25,46,0,34.857142857142854,70
26,49,0,31.285714285714285,70
27,53,0,27.714285714285715,70
28,56,0,24.285714285714285,70
29,60,0,20.714285714285715,70
30,64,1,17.0,70
31,64,1,13.714285714285715,70
32,64,1,11.0,70
33,69,1,8.0,70
34,69,1,5.571428571428571,70
35,69,1,3.571428571428572,70
36,69,1,2.142857142857143,70
37,69,1,1.4285714285714286,70
38,69,1,0.7142857142857143,70
39,69,1,0.0,70
40,69,1,0.0,70
41,69,1,0.0,70
42,69,1,0.0,70
43,69,1,0.0,70
44,69,1,0.0,70
45,69,1,0.0,70
46,69,1,0.0,70
47,69,1,0.0,70
48,69,1,0.0,70
49,69,1,0.0,70
50,69,1,0.0,70
51,69,1,0.0,70
52,69,1,0.0,70
53,69,1,0.0,70
54,69,1,0.0,70
55,69,1,0.0,70
56,69,1,0.14285714285714285,71
57,69,1,0.2857142857142857,71
58,69,1,0.42857142857142855,71
59,69,1,0.5714285714285714,71
60,69,1,0.7142857142857143,71
61,69,1,0.8571428571428571,71
62,69,1,1.0,71
63,69,1,1.1428571428571428,72
64,69,1,1.2857142857142858,72
65,70,1,1.2857142857142858,72
66,70,1,1.2857142857142858,72
67,70,1,1.5714285714285714,74
68,70,1,1.8571428571428568,74
69,70,1,1.8571428571428568,72
70,70,1,1.7142857142857142,72
71,70,1,1.7142857142857142,73
72,70,1,1.8571428571428568,73
73,70,1,2.2857142857142856,75
74,70,1,2.142857142857143,73
75,70,1,2.142857142857143,74
76,70,1,2.4285714285714284,74
77,70,1,2.4285714285714284,72
78,70,1,2.2857142857142856,72
79,70,1,2.2857142857142856,73
80,70,1,2.0,73
81,70,1,2.0,73
82,71,1,1.7142857142857142,73
83,71,1,1.8571428571428568,76
84,72,1,2.5714285714285716,79
85,72,1,3.1428571428571432,78
86,72,1,4.571428571428571,85
87,72,1,5.7142857142857135,83
88,72,1,7.428571428571429,87
89,72,2,9.428571428571429,89
90,72,2,12.0,96
91,74,2,14.571428571428573,100
92,74,3,18.857142857142858,112
93,75,3,23.714285714285715,124
94,77,4,30.142857142857146,136
95,80,4,38.57142857142857,157
96,80,4,49.57142857142857,176
97,80,4,61.714285714285715,191
98,80,5,75.57142857142857,206
99,81,5,90.0,222
100,81,5,106.57142857142857,248
101,83,5,127.28571428571428,288
102,85,5,144.85714285714286,286
103,85,5,161.14285714285714,296
104,97,5,176.0,313
105,100,6,190.28571428571428,327
106,175,6,197.7142857142857,369
107,175,7,204.14285714285717,389
108,176,7,209.7142857142857,422
109,196,7,217.14285714285717,451
110,199,8,223.85714285714286,460
111,200,8,230.85714285714286,468
112,265,8,226.57142857142856,464
113,266,8,228.14285714285717,473
114,297,8,223.14285714285717,477
115,306,8,216.85714285714286,509
116,377,8,199.57142857142856,512
117,391,8,180.42857142857144,518
118,396,8,162.57142857142858,539
119,416,8,155.28571428571428,564
120,433,8,147.57142857142858,586
121,443,8,146.85714285714286,618
122,453,8,145.28571428571428,645
123,456,8,154.57142857142858,656
124,471,9,166.14285714285714,680
125,504,9,172.14285714285714,690
126,523,9,179.5714285714286,724
127,551,9,183.42857142857144,732
128,583,9,182.7142857142857,754
129,597,10,179.28571428571428,767
130,607,10,176.4285714285714,789
131,610,10,177.71428571428572,829
132,636,13,186.57142857142856,888
133,646,14,201.28571428571428,955
134,664,16,224.14285714285717,1012
135,680,17,253.42857142857144,1064
136,690,17,286.85714285714283,1101
137,709,17,317.85714285714283,1115
138,726,19,347.8571428571428,1164
139,741,19,377.4285714285714,1206
140,799,20,408.8571428571428,1334
141,853,20,429.4285714285714,1349
142,895,24,452.1428571428572,1445
143,904,25,489.1428571428572,1582
144,920,27,532.5714285714286,1640
145,946,28,580.1428571428571,1726
146,993,29,628.1428571428571,1804
147,1060,30,671.2857142857142,1907
148,1079,30,734.0,2024
149,1152,32,785.5714285714287,2071
150,1217,32,835.5714285714287,2252
151,1298,33,888.7142857142858,2396
152,1390,38,934.1428571428572,2498
153,1426,37,987.7142857142856,2620
154,1483,38,1044.4285714285713,2735
155,1537,39,1101.5714285714287,2891
156,1722,40,1158.7142857142858,3049
157,1860,42,1197.5714285714287,3177
